INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070017,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E18,503,,2018-08-31 16:36:00,2018,8,Friday,16,Part Three,AMERICAN LEGION HWY,42.28671034,-71.10822888,"(42.28671034, -71.10822888)"
I182070016,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,607,,2018-08-31 15:49:00,2018,8,Friday,15,Part Three,GROTTO GLEN RD,42.32563183,-71.10845359,"(42.32563183, -71.10845359)"
I182070015,00619,Larceny,LARCENY ALL OTHERS,A1,92,,2018-08-29 15:30:00,2018,8,Wednesday,15,Part One,CITY HALL PLZ,42.35972137,-71.05852360,"(42.35972137, -71.05852360)"
I182070014,03503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,B2,281,,2018-08-31 14:04:00,2018,8,Friday,14,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I182070013,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D4,618,,2018-08-31 16:52:00,2018,8,Friday,16,Part Two,BOYLSTON ST,42.34601613,-71.09381210,"(42.34601613, -71.09381210)"
I182070012,03201,Property Lost,PROPERTY - LOST,D4,283,,2018-08-31 16:51:00,2018,8,Friday,16,Part Three,HUNTINGTON AVE,42.34044966,-71.08845935,"(42.34044966, -71.08845935)"
I182070011,00616,Larceny,LARCENY THEFT OF BICYCLE,D4,130,,2018-08-31 14:00:00,2018,8,Friday,14,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I182070010,03115,Investigate Person,INVESTIGATE PERSON,B3,469,,2018-08-30 17:00:00,2018,8,Thursday,17,Part Three,BLUE HILL AVE,42.27567917,-71.09363988,"(42.27567917, -71.09363988)"
I182070009,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,356,,2018-08-19 00:00:00,2018,8,Sunday,0,Part Two,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I182070008,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,58,,2018-08-30 17:30:00,2018,8,Thursday,17,Part One,MAIN ST,42.37721260,-71.06669262,"(42.37721260, -71.06669262)"
I182070006,03410,Towed,TOWED MOTOR VEHICLE,D14,790,,2018-08-31 14:17:00,2018,8,Friday,14,Part Three,ORKNEY RD,42.33735844,-71.14815254,"(42.33735844, -71.14815254)"
I182070005,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,496,,2018-08-31 15:47:00,2018,8,Friday,15,Part Three,METROPOLITAN AVE,42.26847209,-71.11941323,"(42.26847209, -71.11941323)"
I182070003,03201,Property Lost,PROPERTY - LOST,D4,130,,2018-08-31 13:30:00,2018,8,Friday,13,Part Three,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I182070002,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,236,,2018-08-31 16:22:00,2018,8,Friday,16,Part Two,COLUMBIA RD,42.32030801,-71.05765038,"(42.32030801, -71.05765038)"
I182070000,03201,Property Lost,PROPERTY - LOST,B2,587,,2018-08-31 14:55:00,2018,8,Friday,14,Part Three,TREMONT ST,42.33153509,-71.09534648,"(42.33153509, -71.09534648)"
I182069999,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,311,,2018-08-21 10:43:00,2018,8,Tuesday,10,Part One,SAVIN ST,42.31719004,-71.08167267,"(42.31719004, -71.08167267)"
I182069998,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,579,,2018-08-31 15:22:00,2018,8,Friday,15,Part Three,CHESTNUT AVE,42.32055391,-71.10327430,"(42.32055391, -71.10327430)"
I182069997,03115,Investigate Person,INVESTIGATE PERSON,B2,605,,2018-08-31 12:00:00,2018,8,Friday,12,Part Three,FRAWLEY ST,42.33279607,-71.10793327,"(42.33279607, -71.10793327)"
I182069996,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,337,,2018-08-31 09:00:00,2018,8,Friday,9,Part Two,OLNEY ST,42.30512773,-71.07370747,"(42.30512773, -71.07370747)"
I182069995,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,329,,2018-08-31 15:27:00,2018,8,Friday,15,Part Two,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I182069994,03119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,C6,219,,2018-08-31 14:44:00,2018,8,Friday,14,Part Three,THOMAS PARK,42.33219302,-71.04505385,"(42.33219302, -71.04505385)"
I182069993,03207,Property Found,PROPERTY - FOUND,, ,,2018-08-31 15:38:00,2018,8,Friday,15,Part Three,,42.35547514,-71.06051814,"(42.35547514, -71.06051814)"
I182069992,03115,Investigate Person,INVESTIGATE PERSON,E5,727,,2018-08-31 14:32:00,2018,8,Friday,14,Part Three,GARDNER ST,42.27724055,-71.16780065,"(42.27724055, -71.16780065)"
I182069991,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,397,,2018-08-30 12:00:00,2018,8,Thursday,12,Part One,TALBOT AVE,42.29004971,-71.07021576,"(42.29004971, -71.07021576)"
I182069990,03301,Verbal Disputes,VERBAL DISPUTE,E18,529,,2018-08-31 14:43:00,2018,8,Friday,14,Part Three,W MILTON ST,42.23951493,-71.13964409,"(42.23951493, -71.13964409)"
I182069989,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,490,,2018-08-31 13:20:00,2018,8,Friday,13,Part Three,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
I182069988,00311,Robbery,ROBBERY - COMMERCIAL,C11,341,,2018-08-30 23:45:00,2018,8,Thursday,23,Part One,BOWDOIN ST,42.30609356,-71.06718570,"(42.30609356, -71.06718570)"
I182069987,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E18,478,,2018-08-08 08:00:00,2018,8,Wednesday,8,Part Two,TAUNTON AVE,42.26893455,-71.10941865,"(42.26893455, -71.10941865)"
I182069986,03410,Towed,TOWED MOTOR VEHICLE,D14,788,,2018-08-31 14:27:00,2018,8,Friday,14,Part Three,COMMONWEALTH AVE,42.34136871,-71.14864682,"(42.34136871, -71.14864682)"
I182069985,02906,Violations,VAL - OPERATING UNREG/UNINS �CAR,B2,288,,2018-08-31 14:58:00,2018,8,Friday,14,Part Two,MARVIN ST,42.32988771,-71.08445915,"(42.32988771, -71.08445915)"
I182069984,02629,Harassment,HARASSMENT,E18,516,,2018-08-31 14:21:00,2018,8,Friday,14,Part Two,TRUMAN PKWY,42.25188297,-71.11915243,"(42.25188297, -71.11915243)"
I182069983,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,64,,2018-08-31 13:00:00,2018,8,Friday,13,Part One,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
I182069982,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,, ,,2018-08-31 14:39:00,2018,8,Friday,14,Part Two,,42.33257073,-71.11115837,"(42.33257073, -71.11115837)"
I182069981,03114,Investigate Property,INVESTIGATE PROPERTY,E18,519,,2018-08-31 14:27:00,2018,8,Friday,14,Part Three,DAVISON ST,42.25559206,-71.11990900,"(42.25559206, -71.11990900)"
I182069979,02905,Violations,VAL - OPERATING WITHOUT LICENSE,E13,574,,2018-08-31 14:24:00,2018,8,Friday,14,Part Two,WASHINGTON ST,42.30999747,-71.10401136,"(42.30999747, -71.10401136)"
I182069978,02647,Other,THREATS TO DO BODILY HARM,C11,362,,2018-08-31 14:01:00,2018,8,Friday,14,Part Two,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I182069977,01109,Fraud,FRAUD - WIRE,E5,704,,2018-08-28 00:00:00,2018,8,Tuesday,0,Part Two,TENNYSON ST,42.27722463,-71.14924044,"(42.27722463, -71.14924044)"
I182069976,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,355,,2018-08-30 19:22:00,2018,8,Thursday,19,Part Two,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I182069976,02647,Other,THREATS TO DO BODILY HARM,C11,355,,2018-08-30 19:22:00,2018,8,Thursday,19,Part Two,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I182069975,03301,Verbal Disputes,VERBAL DISPUTE,, ,,2018-08-31 14:06:00,2018,8,Friday,14,Part Three,CAMDEN,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182069974,00724,Auto Theft,AUTO THEFT,B2,604,,2018-08-29 11:50:00,2018,8,Wednesday,11,Part One,SACHEM ST,42.33151289,-71.10494901,"(42.33151289, -71.10494901)"
I182069973,02647,Other,THREATS TO DO BODILY HARM,B3,444,,2018-08-31 12:20:00,2018,8,Friday,12,Part Two,VESTA RD,42.29606280,-71.08664795,"(42.29606280, -71.08664795)"
I182069972,03002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,C6,936,,2018-08-31 13:36:00,2018,8,Friday,13,Part Three,ORTON-MAROTTA WAY,42.33731824,-71.05383210,"(42.33731824, -71.05383210)"
I182069971,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,D14,794,,2018-08-29 12:00:00,2018,8,Wednesday,12,Part Three,COMMONWEALTH AVE,42.34835708,-71.13645291,"(42.34835708, -71.13645291)"
I182069970,00619,Larceny,LARCENY ALL OTHERS,C11,242,,2018-08-12 16:20:00,2018,8,Sunday,16,Part One,BAKERSFIELD ST,42.31567062,-71.06139610,"(42.31567062, -71.06139610)"
I182069969,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,50,,2018-08-29 20:00:00,2018,8,Wednesday,20,Part One,CAMBRIDGE ST,42.38233296,-71.07923596,"(42.38233296, -71.07923596)"
I182069966,03115,Investigate Person,INVESTIGATE PERSON,, ,,2018-08-30 14:28:00,2018,8,Thursday,14,Part Three,WARREN,,,"(0.00000000, 0.00000000)"
I182069965,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,219,,2018-08-31 10:00:00,2018,8,Friday,10,Part One,OLD HARBOR ST,42.33149655,-71.04742314,"(42.33149655, -71.04742314)"
I182069964,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,560,,2018-08-31 13:44:00,2018,8,Friday,13,Part Three,WASHINGTON ST,42.28625875,-71.12833143,"(42.28625875, -71.12833143)"
I182069963,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,177,,2018-08-31 13:08:00,2018,8,Friday,13,Part Three,SOUTHAMPTON ST,42.33181880,-71.06868237,"(42.33181880, -71.06868237)"
I182069962,03410,Towed,TOWED MOTOR VEHICLE,A15,50,,2018-08-31 13:02:00,2018,8,Friday,13,Part Three,ROLAND ST,42.38189643,-71.07821902,"(42.38189643, -71.07821902)"
I182069960,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,143,,2018-08-31 13:22:00,2018,8,Friday,13,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182069959,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,752,,2018-08-31 14:15:27,2018,8,Friday,14,Part One,GREYMERE RD,42.34854976,-71.16260923,"(42.34854976, -71.16260923)"
I182069958,01402,Vandalism,VANDALISM,C6,914,,2018-08-10 21:00:00,2018,8,Friday,21,Part Two,MONSIGNOR DENNIS F O'CALL,42.32752693,-71.05541255,"(42.32752693, -71.05541255)"
I182069957,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,A7,20,,2018-08-31 13:29:00,2018,8,Friday,13,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I182069956,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,427,,2018-08-31 11:53:00,2018,8,Friday,11,Part One,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182069955,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,457,,2018-08-31 13:32:00,2018,8,Friday,13,Part Three,BRADSHAW ST,42.29855717,-71.08348265,"(42.29855717, -71.08348265)"
I182069954,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D4,170,,2018-08-31 13:31:00,2018,8,Friday,13,Part Three,E SPRINGFIELD ST,42.33602920,-71.07517847,"(42.33602920, -71.07517847)"
I182069953,03301,Verbal Disputes,VERBAL DISPUTE,C11,461,,2018-08-31 13:43:00,2018,8,Friday,13,Part Three,ROSSETER ST,42.30417845,-71.07600129,"(42.30417845, -71.07600129)"
I182069952,03114,Investigate Property,INVESTIGATE PROPERTY,E18,555,,2018-08-31 12:41:00,2018,8,Friday,12,Part Three,METROPOLITAN AVE,42.27435819,-71.12403732,"(42.27435819, -71.12403732)"
I182069951,00616,Larceny,LARCENY THEFT OF BICYCLE,D4,138,,2018-08-31 09:40:00,2018,8,Friday,9,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
I182069950,00619,Larceny,LARCENY ALL OTHERS,D14,796,,2018-08-31 13:16:00,2018,8,Friday,13,Part One,COMMONWEALTH AVE,42.35107111,-71.12570166,"(42.35107111, -71.12570166)"
I182069949,03201,Property Lost,PROPERTY - LOST,E5,941,,2018-08-31 13:48:00,2018,8,Friday,13,Part Three,ARCHDALE RD,42.29172210,-71.11965460,"(42.29172210, -71.11965460)"
I182069948,00613,Larceny,LARCENY SHOPLIFTING,B2,311,,2018-08-31 12:20:00,2018,8,Friday,12,Part One,WARREN ST,42.31696650,-71.08254058,"(42.31696650, -71.08254058)"
I182069946,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,614,,2018-08-21 12:00:00,2018,8,Tuesday,12,Part Three,BROOKLINE AVE,42.33962338,-71.10649737,"(42.33962338, -71.10649737)"
I182069945,02647,Other,THREATS TO DO BODILY HARM,C11,362,,2018-08-31 12:44:00,2018,8,Friday,12,Part Two,ALLSTON ST,42.29358236,-71.06735449,"(42.29358236, -71.06735449)"
I182069944,03207,Property Found,PROPERTY - FOUND,B2,179,,2018-08-31 13:40:00,2018,8,Friday,13,Part Three,GERARD ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)"
I182069943,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E5,731,,2018-08-31 12:10:00,2018,8,Friday,12,Part Three,TEMPLE ST,42.27980181,-71.16196326,"(42.27980181, -71.16196326)"
I182069942,03410,Towed,TOWED MOTOR VEHICLE,A7,22,,2018-08-31 13:06:00,2018,8,Friday,13,Part Three,HAVRE ST,42.37622688,-71.03439728,"(42.37622688, -71.03439728)"
I182069941,03301,Verbal Disputes,VERBAL DISPUTE,D14,938,,2018-08-31 12:00:00,2018,8,Friday,12,Part Three,JETTE CT,42.34682750,-71.14319087,"(42.34682750, -71.14319087)"
I182069940,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E5,679,,2018-08-31 11:50:00,2018,8,Friday,11,Part Three,BIRCH ST,42.28656686,-71.13038048,"(42.28656686, -71.13038048)"
I182069938,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,450,,2018-08-31 13:06:00,2018,8,Friday,13,Part Three,WHITFIELD ST,42.29110600,-71.07424442,"(42.29110600, -71.07424442)"
I182069937,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,525,,2018-08-31 10:30:00,2018,8,Friday,10,Part Three,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I182069936,03115,Investigate Person,INVESTIGATE PERSON,E13,912,,2018-08-31 12:47:00,2018,8,Friday,12,Part Three,HEATH ST,42.32513051,-71.09940815,"(42.32513051, -71.09940815)"
I182069935,00619,Larceny,LARCENY ALL OTHERS,A1,115,,2018-08-22 13:21:00,2018,8,Wednesday,13,Part One,SOUTH ST,42.35186740,-71.05720373,"(42.35186740, -71.05720373)"
I182069934,03301,Verbal Disputes,VERBAL DISPUTE,E13,577,,2018-08-31 12:29:00,2018,8,Friday,12,Part Three,ARCADIA ST,42.31650656,-71.09988227,"(42.31650656, -71.09988227)"
I182069933,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,571,,2018-08-30 23:00:00,2018,8,Thursday,23,Part Three,FOREST HILLS ST,42.31078949,-71.10224589,"(42.31078949, -71.10224589)"
I182069932,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,450,,2018-08-13 13:00:00,2018,8,Monday,13,Part Two,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I182069930,03114,Investigate Property,INVESTIGATE PROPERTY,, ,,2018-08-31 05:00:00,2018,8,Friday,5,Part Three,LONG,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182069929,03114,Investigate Property,INVESTIGATE PROPERTY,B3,429,,2018-08-31 11:49:00,2018,8,Friday,11,Part Three,MARDEN AVE,42.28479807,-71.08685632,"(42.28479807, -71.08685632)"
I182069928,01402,Vandalism,VANDALISM,C6,193,,2018-08-30 05:16:00,2018,8,Thursday,5,Part Two,PREBLE ST,42.32935284,-71.05601628,"(42.32935284, -71.05601628)"
I182069927,00724,Auto Theft,AUTO THEFT,E13,646,,2018-08-31 10:54:00,2018,8,Friday,10,Part One,CENTRE ST,42.31069447,-71.11468072,"(42.31069447, -71.11468072)"
I182069925,03201,Property Lost,PROPERTY - LOST,B2,282,,2018-08-31 12:15:00,2018,8,Friday,12,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182069924,01402,Vandalism,VANDALISM,A15,59,,2018-08-29 19:00:00,2018,8,Wednesday,19,Part Two,UNION ST,42.37435896,-71.06429459,"(42.37435896, -71.06429459)"
I182069923,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,220,,2018-08-31 10:25:00,2018,8,Friday,10,Part One,E BROADWAY,42.33546813,-71.04489149,"(42.33546813, -71.04489149)"
I182069921,00616,Larceny,LARCENY THEFT OF BICYCLE,A1,83,,2018-08-30 20:00:00,2018,8,Thursday,20,Part One,HENCHMAN ST,42.36721232,-71.05369636,"(42.36721232, -71.05369636)"
I182069920,03201,Property Lost,PROPERTY - LOST,B2,287,,2017-08-31 12:08:00,2017,8,Thursday,12,Part Three,SHAWMUT AVE,42.33192532,-71.08411222,"(42.33192532, -71.08411222)"
I182069919,03301,Verbal Disputes,VERBAL DISPUTE,E18,516,,2018-08-31 11:36:00,2018,8,Friday,11,Part Three,TRUMAN PKWY,42.25188297,-71.11915243,"(42.25188297, -71.11915243)"
I182069918,03410,Towed,TOWED MOTOR VEHICLE,C11,245,,2018-08-31 10:40:00,2018,8,Friday,10,Part Three,SYDNEY ST,42.31810467,-71.05258004,"(42.31810467, -71.05258004)"
I182069917,01402,Vandalism,VANDALISM,D14,814,,2018-08-30 22:00:00,2018,8,Thursday,22,Part Two,SORRENTO ST,42.35888826,-71.12490257,"(42.35888826, -71.12490257)"
I182069916,03115,Investigate Person,INVESTIGATE PERSON,C6,222,,2018-08-31 10:20:00,2018,8,Friday,10,Part Three,K ST,42.33586762,-71.03742275,"(42.33586762, -71.03742275)"
I182069914,03410,Towed,TOWED MOTOR VEHICLE,D14,793,,2018-08-31 08:30:00,2018,8,Friday,8,Part Three,SCOTTFIELD RD,42.34751259,-71.13689285,"(42.34751259, -71.13689285)"
I182069913,03125,Warrant Arrests,WARRANT ARREST,E13,906,,2018-08-31 11:28:00,2018,8,Friday,11,Part Three,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182069913,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,906,,2018-08-31 11:28:00,2018,8,Friday,11,Part Two,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182069913,01402,Vandalism,VANDALISM,E13,906,,2018-08-31 11:28:00,2018,8,Friday,11,Part Two,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182069912,03301,Verbal Disputes,VERBAL DISPUTE,C11,362,,2018-08-31 11:10:00,2018,8,Friday,11,Part Three,WASHINGTON ST,42.29057504,-71.07165726,"(42.29057504, -71.07165726)"
I182069911,03125,Warrant Arrests,WARRANT ARREST,E13,572,,2018-08-31 11:30:00,2018,8,Friday,11,Part Three,ATHERTON ST,42.31565205,-71.09843506,"(42.31565205, -71.09843506)"
I182069909,02647,Other,THREATS TO DO BODILY HARM,B2,318,,2018-08-30 17:30:00,2018,8,Thursday,17,Part Two,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
I182069908,00619,Larceny,LARCENY ALL OTHERS,E5,822,,2018-08-30 14:00:00,2018,8,Thursday,14,Part One,WILLERS ST,42.25947104,-71.15077874,"(42.25947104, -71.15077874)"
I182069907,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E13,571,,2018-08-31 11:00:00,2018,8,Friday,11,Part Two,ROBESON ST,42.30999157,-71.10048419,"(42.30999157, -71.10048419)"
I182069906,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,B2,313,,2018-08-31 09:48:00,2018,8,Friday,9,Part Three,WYOMING ST,42.31508518,-71.08508813,"(42.31508518, -71.08508813)"
I182069905,00724,Auto Theft,AUTO THEFT,E18,497,,2018-08-30 22:53:00,2018,8,Thursday,22,Part One,BRADLEE CT,42.26982567,-71.11699322,"(42.26982567, -71.11699322)"
I182069904,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,, ,,2018-08-31 10:53:00,2018,8,Friday,10,Part Three,,42.36124069,-71.06631987,"(42.36124069, -71.06631987)"
I182069903,03115,Investigate Person,INVESTIGATE PERSON,A1,66,,2018-08-31 09:15:00,2018,8,Friday,9,Part Three,W CEDAR ST,42.36063386,-71.07005247,"(42.36063386, -71.07005247)"
I182069902,02646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,444,,2018-08-31 11:16:00,2018,8,Friday,11,Part Two,BLUE HILL AVE,42.29840112,-71.08674834,"(42.29840112, -71.08674834)"
I182069901,02646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,, ,,2018-08-31 11:03:00,2018,8,Friday,11,Part Two,,42.29869822,-71.08676023,"(42.29869822, -71.08676023)"
I182069900,03125,Warrant Arrests,WARRANT ARREST,A7,24,,2018-08-31 10:21:00,2018,8,Friday,10,Part Three,EUTAW ST,42.37949215,-71.03685008,"(42.37949215, -71.03685008)"
I182069899,03201,Property Lost,PROPERTY - LOST,C11,335,,2018-08-26 14:00:00,2018,8,Sunday,14,Part Three,BARRY ST,42.30870401,-71.06844484,"(42.30870401, -71.06844484)"
I182069898,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,,2018-08-31 10:07:00,2018,8,Friday,10,Part Three,VESTA RD,42.29606280,-71.08664795,"(42.29606280, -71.08664795)"
I182069897,03125,Warrant Arrests,WARRANT ARREST,B2,179,,2018-08-31 10:15:00,2018,8,Friday,10,Part Three,GERARD ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)"
I182069896,03114,Investigate Property,INVESTIGATE PROPERTY,A1,112,,2018-08-31 09:56:00,2018,8,Friday,9,Part Three,WASHINGTON ST,42.35512339,-71.06087980,"(42.35512339, -71.06087980)"
I182069895,02405,Disorderly Conduct,DISORDERLY CONDUCT,A1,112,,2018-08-31 09:56:00,2018,8,Friday,9,Part Two,WASHINGTON ST,42.35512339,-71.06087980,"(42.35512339, -71.06087980)"
I182069894,02647,Other,THREATS TO DO BODILY HARM,C11,352,,2018-08-31 10:25:00,2018,8,Friday,10,Part Two,DORCHESTER AVE,42.30114533,-71.05991447,"(42.30114533, -71.05991447)"
I182069893,02647,Other,THREATS TO DO BODILY HARM,E18,496,,2018-08-31 10:12:00,2018,8,Friday,10,Part Two,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
I182069892,01402,Vandalism,VANDALISM,B2,299,,2018-08-30 20:00:00,2018,8,Thursday,20,Part Two,FENWICK PL,42.32416015,-71.08732873,"(42.32416015, -71.08732873)"
I182069890,03201,Property Lost,PROPERTY - LOST,E5,550,,2018-08-29 14:00:00,2018,8,Wednesday,14,Part Three,WASHINGTON ST,42.27581799,-71.13991259,"(42.27581799, -71.13991259)"
I182069889,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,206,,2018-08-22 14:39:00,2018,8,Wednesday,14,Part Three,CONGRESS ST,42.35019184,-71.04820870,"(42.35019184, -71.04820870)"
I182069888,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,404,,2018-08-30 17:30:00,2018,8,Thursday,17,Part One,DORCHESTER AVE,42.27673598,-71.06683537,"(42.27673598, -71.06683537)"
I182069887,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,219,,2018-08-30 18:00:00,2018,8,Thursday,18,Part Three,GATES ST,42.33208391,-71.04823023,"(42.33208391, -71.04823023)"
I182069885,03410,Towed,TOWED MOTOR VEHICLE,B3,944,,2018-08-31 10:19:00,2018,8,Friday,10,Part Three,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I182069884,01402,Vandalism,VANDALISM,C6,219,,2018-05-31 18:00:00,2018,5,Thursday,18,Part Two,OLD HARBOR ST,42.33149655,-71.04742314,"(42.33149655, -71.04742314)"
I182069883,02646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,, ,,2018-08-31 09:59:00,2018,8,Friday,9,Part Two,,42.32940724,-71.08333422,"(42.32940724, -71.08333422)"
I182069882,03410,Towed,TOWED MOTOR VEHICLE,D14,792,,2018-08-31 09:31:00,2018,8,Friday,9,Part Three,KELTON ST,42.34819899,-71.13941863,"(42.34819899, -71.13941863)"
I182069880,00619,Larceny,LARCENY ALL OTHERS,A1,66,,2018-08-30 18:15:00,2018,8,Thursday,18,Part One,CHARLES ST,42.35979038,-71.07078234,"(42.35979038, -71.07078234)"
I182069879,03115,Investigate Person,INVESTIGATE PERSON,C6, ,,2018-08-31 09:48:00,2018,8,Friday,9,Part Three,,,,"(0.00000000, 0.00000000)"
I182069878,03115,Investigate Person,INVESTIGATE PERSON,B3,465,,2018-08-31 09:56:00,2018,8,Friday,9,Part Three,HAVELOCK ST,42.28631299,-71.09218412,"(42.28631299, -71.09218412)"
I182069877,03410,Towed,TOWED MOTOR VEHICLE,C11,348,,2018-08-31 09:51:00,2018,8,Friday,9,Part Three,KIMBALL ST,42.30465964,-71.05805520,"(42.30465964, -71.05805520)"
I182069876,03115,Investigate Person,INVESTIGATE PERSON,C11,253,,2018-08-31 09:00:00,2018,8,Friday,9,Part Three,BEACH ST,42.30178949,-71.05514183,"(42.30178949, -71.05514183)"
I182069875,03301,Verbal Disputes,VERBAL DISPUTE,B3,418,,2018-08-31 08:56:00,2018,8,Friday,8,Part Three,EVANS ST,42.28252537,-71.07977256,"(42.28252537, -71.07977256)"
I182069874,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2,587,,2018-08-31 08:38:00,2018,8,Friday,8,Part Three,DELLE AVE,42.33082052,-71.09800691,"(42.33082052, -71.09800691)"
